0	2.3451e-02	7.9719e-02
1	7.9181e-02	---
2	2.4402e-02	---
3	2.7648e-02	---
4	3.3844e-02	---
5	3.0178e-02	---
6	2.3246e-02	---
7	2.2100e-02	---
8	2.3837e-02	---
9	2.1297e-02	---
10	2.0287e-02	---
11	2.0803e-02	---
12	2.0316e-02	---
13	1.9484e-02	---
14	1.9847e-02	---
15	1.9318e-02	---
16	1.8806e-02	---
17	1.8786e-02	---
18	1.8736e-02	---
19	1.8463e-02	---
20	1.8087e-02	---
21	1.7830e-02	---
22	1.7760e-02	---
23	1.7654e-02	---
24	1.7379e-02	---
25	1.7127e-02	---
26	1.6981e-02	---
27	1.6868e-02	---
28	1.6707e-02	---
29	1.6501e-02	---
30	1.6344e-02	---
31	1.6217e-02	---
32	1.6042e-02	---
33	1.5892e-02	---
34	1.5761e-02	---
35	1.5625e-02	---
36	1.5483e-02	---
37	1.5341e-02	---
38	1.5208e-02	---
39	1.5082e-02	---
40	1.4960e-02	---
41	1.4835e-02	---
42	1.4709e-02	---
43	1.4585e-02	---
44	1.4465e-02	---
45	1.4348e-02	---
46	1.4235e-02	---
47	1.4122e-02	---
48	1.4010e-02	---
49	1.3900e-02	---
50	1.3791e-02	---
51	1.3684e-02	---
52	1.3579e-02	---
53	1.3477e-02	---
54	1.3375e-02	---
55	1.3275e-02	---
56	1.3175e-02	---
57	1.3077e-02	---
58	1.2980e-02	---
59	1.2885e-02	---
60	1.2792e-02	---
61	1.2699e-02	---
62	1.2606e-02	---
63	1.2515e-02	---
64	1.2423e-02	---
65	1.2333e-02	---
66	1.2243e-02	---
67	1.2162e-02	---
68	1.2064e-02	---
69	1.1974e-02	---
70	1.1888e-02	---
71	1.1801e-02	---
72	1.1714e-02	---
73	1.1633e-02	---
74	1.1553e-02	---
75	1.1475e-02	---
76	1.1402e-02	---
77	1.1326e-02	---
78	1.1258e-02	---
79	1.1187e-02	---
80	1.1115e-02	---
81	1.1046e-02	---
82	1.0972e-02	---
83	1.0904e-02	---
84	1.0837e-02	---
85	1.0771e-02	---
86	1.0706e-02	---
87	1.0643e-02	---
88	1.0580e-02	---
89	1.0521e-02	---
90	1.0460e-02	---
91	1.0401e-02	---
92	1.0342e-02	---
93	1.0284e-02	---
94	1.0229e-02	---
95	1.0173e-02	---
96	1.0119e-02	---
97	1.0065e-02	---
98	1.0014e-02	---
99	9.9629e-03	---
100	9.9132e-03	9.7797e-03
101	9.8638e-03	---
102	9.8164e-03	---
103	9.7684e-03	---
104	9.7230e-03	---
105	9.6781e-03	---
106	9.6338e-03	---
107	9.5912e-03	---
108	9.5488e-03	---
109	9.5077e-03	---
110	9.4674e-03	---
111	9.4289e-03	---
112	9.3903e-03	---
113	9.3537e-03	---
114	9.3167e-03	---
115	9.2830e-03	---
116	9.2477e-03	---
117	9.2153e-03	---
118	9.1862e-03	---
119	9.1780e-03	---
120	9.1922e-03	---
121	9.1477e-03	---
122	9.0749e-03	---
123	9.0509e-03	---
124	9.0665e-03	---
125	9.0417e-03	---
126	8.9743e-03	---
127	8.9721e-03	---
128	8.9801e-03	---
129	8.9288e-03	---
130	8.9003e-03	---
131	8.9163e-03	---
132	8.9091e-03	---
133	8.8475e-03	---
134	8.8555e-03	---
135	8.8884e-03	---
136	8.8406e-03	---
137	8.7930e-03	---
138	8.7960e-03	---
139	8.8180e-03	---
140	8.7917e-03	---
141	8.7423e-03	---
142	8.7425e-03	---
143	8.7675e-03	---
144	8.7214e-03	---
145	8.7498e-03	---
146	8.8186e-03	---
147	8.7335e-03	---
148	8.7960e-03	---
149	8.7155e-03	---
150	8.7286e-03	---
151	8.7073e-03	---
152	8.7040e-03	---
153	8.8199e-03	---
154	8.8373e-03	---
155	8.6931e-03	---
156	8.7686e-03	---
157	8.6627e-03	---
158	8.7476e-03	---
159	8.6679e-03	---
160	8.6841e-03	---
161	8.6415e-03	---
162	8.5894e-03	---
163	8.6145e-03	---
164	8.5537e-03	---
165	8.6016e-03	---
166	8.5483e-03	---
167	8.5582e-03	---
168	8.5311e-03	---
169	8.5383e-03	---
170	8.5075e-03	---
171	8.5242e-03	---
172	8.4902e-03	---
173	8.5076e-03	---
174	8.4791e-03	---
175	8.4841e-03	---
176	8.4674e-03	---
177	8.4634e-03	---
178	8.4515e-03	---
179	8.4441e-03	---
180	8.4368e-03	---
181	8.4225e-03	---
182	8.4215e-03	---
183	8.4055e-03	---
184	8.4076e-03	---
185	8.3918e-03	---
186	8.3864e-03	---
187	8.3790e-03	---
188	8.3672e-03	---
189	8.3639e-03	---
190	8.3569e-03	---
191	8.3484e-03	---
192	8.3457e-03	---
193	8.3355e-03	---
194	8.3278e-03	---
195	8.3217e-03	---
196	8.3137e-03	---
197	8.3086e-03	---
198	8.3048e-03	---
199	8.2975e-03	---
200	8.2910e-03	8.0595e-03
201	8.2843e-03	---
202	8.2797e-03	---
203	8.2712e-03	---
204	8.2648e-03	---
205	8.2590e-03	---
206	8.2516e-03	---
207	8.2470e-03	---
208	8.2401e-03	---
209	8.2342e-03	---
210	8.2274e-03	---
211	8.2221e-03	---
212	8.2179e-03	---
213	8.2123e-03	---
214	8.2055e-03	---
215	8.1989e-03	---
216	8.1931e-03	---
217	8.1872e-03	---
218	8.1814e-03	---
219	8.1754e-03	---
220	8.1696e-03	---
221	8.1643e-03	---
222	8.1594e-03	---
223	8.1542e-03	---
224	8.1512e-03	---
225	8.1490e-03	---
226	8.1536e-03	---
227	8.1780e-03	---
228	8.2263e-03	---
229	8.2605e-03	---
230	8.2125e-03	---
231	8.1304e-03	---
232	8.1550e-03	---
233	8.1707e-03	---
234	8.1091e-03	---
235	8.1466e-03	---
236	8.1288e-03	---
237	8.0860e-03	---
238	8.1086e-03	---
239	8.0929e-03	---
240	8.0706e-03	---
241	8.0902e-03	---
242	8.0774e-03	---
243	8.0582e-03	---
244	8.0580e-03	---
245	8.0526e-03	---
246	8.0417e-03	---
247	8.0426e-03	---
248	8.0346e-03	---
249	8.0284e-03	---
250	8.0271e-03	---
251	8.0191e-03	---
252	8.0133e-03	---
253	8.0114e-03	---
254	8.0078e-03	---
255	7.9999e-03	---
256	7.9957e-03	---
257	7.9916e-03	---
258	7.9875e-03	---
259	7.9855e-03	---
260	7.9783e-03	---
261	7.9757e-03	---
262	7.9733e-03	---
263	7.9691e-03	---
264	7.9669e-03	---
265	7.9717e-03	---
266	7.9688e-03	---
267	7.9545e-03	---
268	7.9485e-03	---
269	7.9394e-03	---
270	7.9357e-03	---
271	7.9306e-03	---
272	7.9320e-03	---
273	7.9243e-03	---
274	7.9253e-03	---
275	7.9306e-03	---
276	7.9412e-03	---
277	7.9993e-03	---
278	8.1188e-03	---
279	8.0802e-03	---
280	7.9486e-03	---
281	7.9462e-03	---
282	8.0161e-03	---
283	7.9119e-03	---
284	7.9620e-03	---
285	7.9342e-03	---
286	7.9016e-03	---
287	7.9369e-03	---
288	7.8805e-03	---
289	7.9352e-03	---
290	7.8881e-03	---
291	7.8887e-03	---
292	7.8858e-03	---
293	7.8718e-03	---
294	7.8761e-03	---
295	7.8599e-03	---
296	7.8797e-03	---
297	7.8612e-03	---
298	7.8600e-03	---
299	7.8497e-03	---
300	7.8462e-03	7.5511e-03
301	7.8515e-03	---
302	7.8355e-03	---
303	7.8453e-03	---
304	7.8341e-03	---
305	7.8324e-03	---
306	7.8456e-03	---
307	7.8196e-03	---
308	7.8322e-03	---
309	7.8181e-03	---
310	7.8174e-03	---
311	7.8222e-03	---
312	7.8018e-03	---
313	7.8126e-03	---
314	7.8080e-03	---
315	7.7979e-03	---
316	7.7962e-03	---
317	7.7913e-03	---
318	7.7830e-03	---
319	7.7860e-03	---
320	7.7808e-03	---
321	7.7722e-03	---
322	7.7793e-03	---
323	7.7728e-03	---
324	7.7612e-03	---
325	7.7604e-03	---
326	7.7623e-03	---
327	7.7566e-03	---
328	7.7485e-03	---
329	7.7523e-03	---
330	7.7493e-03	---
331	7.7448e-03	---
332	7.7402e-03	---
333	7.7333e-03	---
334	7.7270e-03	---
335	7.7442e-03	---
336	7.7937e-03	---
337	7.7956e-03	---
338	7.7678e-03	---
339	7.7199e-03	---
340	7.7632e-03	---
341	7.8272e-03	---
342	7.8315e-03	---
343	7.7535e-03	---
344	7.7385e-03	---
345	7.7798e-03	---
346	7.7268e-03	---
347	7.7176e-03	---
348	7.7405e-03	---
349	7.7231e-03	---
350	7.6966e-03	---
351	7.7125e-03	---
352	7.7015e-03	---
353	7.6910e-03	---
354	7.7027e-03	---
355	7.7316e-03	---
356	7.7026e-03	---
357	7.7032e-03	---
358	7.7049e-03	---
359	7.6875e-03	---
360	7.6711e-03	---
361	7.6618e-03	---
362	7.6689e-03	---
363	7.6633e-03	---
364	7.6928e-03	---
365	7.6994e-03	---
366	7.8540e-03	---
367	7.7508e-03	---
368	7.7698e-03	---
369	7.7697e-03	---
370	7.7487e-03	---
371	7.7251e-03	---
372	7.7254e-03	---
373	7.7302e-03	---
374	7.7117e-03	---
375	7.7074e-03	---
376	7.7065e-03	---
377	7.7138e-03	---
378	7.6822e-03	---
379	7.6858e-03	---
380	7.6936e-03	---
381	7.6769e-03	---
382	7.6718e-03	---
383	7.6457e-03	---
384	7.6577e-03	---
385	7.6343e-03	---
386	7.6164e-03	---
387	7.6001e-03	---
388	7.5760e-03	---
389	7.5531e-03	---
390	7.5044e-03	---
391	7.4788e-03	---
392	7.3681e-03	---
393	7.3519e-03	---
394	8.0687e-03	---
395	9.1063e-03	---
396	7.6719e-03	---
397	7.8119e-03	---
398	7.4372e-03	---
399	7.6188e-03	---
400	7.5101e-03	7.2887e-03
401	7.3001e-03	---
402	7.5417e-03	---
403	7.3661e-03	---
404	7.1692e-03	---
405	7.3033e-03	---
406	7.2489e-03	---
407	7.1768e-03	---
408	7.2788e-03	---
409	7.1164e-03	---
410	7.1518e-03	---
411	7.1559e-03	---
412	7.1201e-03	---
413	7.0467e-03	---
414	7.0101e-03	---
415	7.0560e-03	---
416	6.9551e-03	---
417	6.9988e-03	---
418	6.9938e-03	---
419	6.9299e-03	---
420	6.9626e-03	---
421	6.9468e-03	---
422	6.9044e-03	---
423	6.9172e-03	---
424	6.9082e-03	---
425	6.8836e-03	---
426	6.8816e-03	---
427	6.8870e-03	---
428	6.8499e-03	---
429	6.8492e-03	---
430	6.8497e-03	---
431	6.8254e-03	---
432	6.8218e-03	---
433	6.8215e-03	---
434	6.8086e-03	---
435	6.7993e-03	---
436	6.8013e-03	---
437	6.7869e-03	---
438	6.7785e-03	---
439	6.7733e-03	---
440	6.7680e-03	---
441	6.7590e-03	---
442	6.7598e-03	---
443	6.7517e-03	---
444	6.7413e-03	---
445	6.7417e-03	---
446	6.7285e-03	---
447	6.7254e-03	---
448	6.7154e-03	---
449	6.7178e-03	---
450	6.7113e-03	---
451	6.7038e-03	---
452	6.7199e-03	---
453	6.6968e-03	---
454	6.7005e-03	---
455	6.7049e-03	---
456	6.6870e-03	---
457	6.6902e-03	---
458	6.6695e-03	---
459	6.6779e-03	---
460	6.6699e-03	---
461	6.6583e-03	---
462	6.6591e-03	---
463	6.6426e-03	---
464	6.6459e-03	---
465	6.6367e-03	---
466	6.6233e-03	---
467	6.6215e-03	---
468	6.6134e-03	---
469	6.6162e-03	---
470	6.6097e-03	---
471	6.6081e-03	---
472	6.5992e-03	---
473	6.6501e-03	---
474	6.6395e-03	---
475	6.5896e-03	---
476	6.7600e-03	---
477	6.5749e-03	---
478	6.6553e-03	---
479	6.5807e-03	---
480	6.6147e-03	---
481	6.6436e-03	---
482	6.5745e-03	---
483	6.6144e-03	---
484	6.5516e-03	---
485	6.6025e-03	---
