0	4.5863e+00
1	4.5066e+00
2	4.4379e+00
3	4.3695e+00
4	4.2997e+00
5	4.2289e+00
6	4.1584e+00
7	4.0889e+00
8	4.0345e+00
9	3.9815e+00
10	3.9253e+00
11	3.8622e+00
12	3.7964e+00
13	3.7277e+00
14	3.6542e+00
15	3.5757e+00
16	3.4919e+00
17	3.4026e+00
18	3.3078e+00
19	3.2071e+00
20	3.1006e+00
21	2.9882e+00
22	2.8699e+00
23	2.7457e+00
24	2.6157e+00
25	2.4803e+00
26	2.3397e+00
27	2.1944e+00
28	2.0450e+00
29	1.8924e+00
30	1.7373e+00
31	1.5810e+00
32	1.4246e+00
33	1.2696e+00
34	1.1174e+00
35	9.6953e-01
36	8.2770e-01
37	6.9351e-01
38	5.6853e-01
39	4.5419e-01
40	3.5170e-01
41	2.6207e-01
42	1.8595e-01
43	1.2193e-01
44	7.1923e-02
45	3.6117e-02
46	1.3901e-02
47	4.0087e-03
48	4.5646e-03
49	1.3098e-02
50	2.6635e-02
51	4.2231e-02
52	5.7475e-02
53	7.0622e-02
54	8.0569e-02
55	8.6775e-02
56	8.9156e-02
57	8.7977e-02
58	8.3747e-02
59	7.7118e-02
60	6.8800e-02
61	5.9491e-02
62	5.0459e-02
63	4.2369e-02
64	3.4506e-02
65	2.7207e-02
66	2.0724e-02
67	1.5218e-02
68	1.0772e-02
69	7.3901e-03
70	5.0201e-03
71	3.5603e-03
72	2.8765e-03
73	2.8151e-03
74	3.2165e-03
75	3.9251e-03
76	4.7986e-03
77	5.7134e-03
78	6.5689e-03
79	7.2903e-03
80	7.8273e-03
81	8.1530e-03
82	8.2618e-03
83	8.1653e-03
84	7.8887e-03
85	7.4661e-03
86	6.9376e-03
87	6.3442e-03
88	5.7263e-03
89	5.1193e-03
90	4.5536e-03
91	4.0524e-03
92	3.6307e-03
93	3.2972e-03
94	3.0527e-03
95	2.8928e-03
96	2.8080e-03
97	2.7859e-03
98	2.8116e-03
99	2.8702e-03
100	2.9469e-03
101	3.0289e-03
102	3.1052e-03
103	3.1674e-03
104	3.2101e-03
105	3.2305e-03
106	3.2283e-03
107	3.2052e-03
108	3.1644e-03
109	3.1102e-03
110	3.0474e-03
111	2.9808e-03
112	2.9148e-03
113	2.8532e-03
114	2.7988e-03
115	2.7535e-03
116	2.7182e-03
117	2.6931e-03
118	2.6773e-03
119	2.6695e-03
120	2.6680e-03
121	2.6712e-03
122	2.6770e-03
123	2.6839e-03
124	2.6902e-03
125	2.6950e-03
126	2.6975e-03
127	2.6973e-03
128	2.6945e-03
129	2.6891e-03
130	2.6817e-03
