0	1.6613e-02	1.6247e-02
1	1.6911e-02	---
2	1.6888e-02	---
3	1.6717e-02	---
4	1.6443e-02	---
5	1.6611e-02	---
6	1.6546e-02	---
7	1.6337e-02	---
8	1.6327e-02	---
9	1.6378e-02	---
10	1.6275e-02	---
11	1.6142e-02	---
12	1.6134e-02	---
13	1.6125e-02	---
14	1.6021e-02	---
15	1.5942e-02	---
16	1.5926e-02	---
17	1.5889e-02	---
18	1.5793e-02	---
19	1.5722e-02	---
20	1.5696e-02	---
21	1.5618e-02	---
22	1.5525e-02	---
23	1.5479e-02	---
24	1.5404e-02	---
25	1.5292e-02	---
26	1.5223e-02	---
27	1.5130e-02	---
28	1.4996e-02	---
29	1.4891e-02	---
30	1.4753e-02	---
31	1.4584e-02	---
32	1.4427e-02	---
33	1.4223e-02	---
34	1.3995e-02	---
35	1.3753e-02	---
36	1.3465e-02	---
37	1.3187e-02	---
38	1.2860e-02	---
39	1.2505e-02	---
40	1.2135e-02	---
41	1.1765e-02	---
42	1.1414e-02	---
43	1.1085e-02	---
44	1.0807e-02	---
45	1.0606e-02	---
46	1.0464e-02	---
47	1.0320e-02	---
48	1.0080e-02	---
49	9.7730e-03	---
50	9.6702e-03	---
51	9.4871e-03	---
52	9.3127e-03	---
53	9.2898e-03	---
54	9.2084e-03	---
55	8.9800e-03	---
56	9.0020e-03	---
57	9.0320e-03	---
58	8.9278e-03	---
59	8.9769e-03	---
60	8.9790e-03	---
61	8.8942e-03	---
62	8.9449e-03	---
63	8.9359e-03	---
64	8.8583e-03	---
65	8.8907e-03	---
66	8.8591e-03	---
67	8.8201e-03	---
68	8.8410e-03	---
69	8.7754e-03	---
70	8.7697e-03	---
71	8.7623e-03	---
72	8.7127e-03	---
73	8.7282e-03	---
74	8.7014e-03	---
75	8.6680e-03	---
76	8.6741e-03	---
77	8.6412e-03	---
78	8.6344e-03	---
79	8.6216e-03	---
80	8.5935e-03	---
81	8.5938e-03	---
82	8.5692e-03	---
83	8.5568e-03	---
84	8.5494e-03	---
85	8.5263e-03	---
86	8.5240e-03	---
87	8.5074e-03	---
88	8.4931e-03	---
89	8.4900e-03	---
90	8.4705e-03	---
91	8.4612e-03	---
92	8.4539e-03	---
93	8.4366e-03	---
94	8.4287e-03	---
95	8.4168e-03	---
96	8.4022e-03	---
97	8.3948e-03	---
98	8.3814e-03	---
99	8.3709e-03	---
100	8.3612e-03	7.8532e-03
101	8.3491e-03	---
102	8.3389e-03	---
103	8.3288e-03	---
104	8.3169e-03	---
105	8.3069e-03	---
106	8.2967e-03	---
107	8.2855e-03	---
108	8.2755e-03	---
109	8.2659e-03	---
110	8.2543e-03	---
111	8.2450e-03	---
112	8.2364e-03	---
113	8.2243e-03	---
114	8.2145e-03	---
115	8.2072e-03	---
116	8.1951e-03	---
117	8.1838e-03	---
118	8.1762e-03	---
119	8.1678e-03	---
120	8.1551e-03	---
121	8.1443e-03	---
122	8.1354e-03	---
123	8.1274e-03	---
124	8.1167e-03	---
125	8.1057e-03	---
126	8.0972e-03	---
127	8.0902e-03	---
128	8.0815e-03	---
129	8.0688e-03	---
130	8.0587e-03	---
131	8.0517e-03	---
132	8.0431e-03	---
133	8.0336e-03	---
134	8.0213e-03	---
135	8.0123e-03	---
136	8.0054e-03	---
137	7.9960e-03	---
138	7.9852e-03	---
139	7.9751e-03	---
140	7.9689e-03	---
141	7.9619e-03	---
142	7.9531e-03	---
143	7.9421e-03	---
144	7.9302e-03	---
145	7.9245e-03	---
