214	1.8343e-04	9.3514e-05	4.4025e-03
215	1.2913e-04	2.0271e-04	4.6638e-03
216	1.0614e-04	1.0568e-04	5.0283e-03
217	1.0386e-04	1.0590e-04	4.9551e-03
218	8.6919e-05	5.3375e-05	5.0105e-03
219	8.6749e-05	5.1845e-05	4.8027e-03
220	7.2158e-05	4.5990e-05	4.7886e-03
221	6.7764e-05	4.5011e-05	4.7705e-03
222	6.4116e-05	4.7527e-05	4.9811e-03
223	6.5735e-05	5.3209e-05	4.8996e-03
224	7.3477e-05	9.5236e-05	5.1575e-03
225	9.0006e-05	1.7302e-04	4.6618e-03
226	3.0097e-04	4.1504e-04	4.6105e-03
227	7.2217e-05	5.9278e-04	4.6200e-03
228	4.8729e-04	8.0791e-04	4.4415e-03
229	6.1289e-04	8.4723e-05	4.5119e-03
230	7.2047e-04	7.6164e-04	2.9985e-03
231	6.0496e-04	8.0379e-04	4.1473e-03
232	2.1231e-03	5.5878e-04	1.9535e-03
233	5.5266e-04	6.3442e-04	2.2545e-03
234	7.2448e-04	1.0447e-03	1.9115e-03
235	4.7062e-04	4.3960e-04	3.0092e-03
236	1.2766e-03	5.8418e-04	2.7364e-03
237	7.9455e-04	2.8649e-04	3.0467e-03
238	4.7501e-04	7.8654e-04	3.0609e-03
239	2.9055e-04	2.7504e-04	3.4150e-03
240	6.7991e-04	4.1102e-04	3.3152e-03
241	2.9642e-04	1.3479e-04	4.2005e-03
242	4.9370e-04	2.5499e-04	3.5319e-03
243	2.3213e-04	3.8786e-04	3.7722e-03
244	5.5167e-04	1.6899e-04	4.0426e-03
245	2.5791e-04	5.9055e-04	3.6902e-03
246	1.8711e-04	4.7936e-04	4.0258e-03
247	7.5207e-04	2.7129e-04	3.7215e-03
248	1.9754e-04	5.9682e-04	3.4106e-03
249	1.8918e-04	2.4354e-04	3.3358e-03
250	5.3347e-04	3.0545e-04	2.9698e-03
251	2.4312e-04	1.7719e-04	3.2431e-03
252	3.4085e-04	2.6218e-04	2.9512e-03
253	1.9409e-04	2.3460e-04	3.1974e-03
254	3.8740e-04	1.9336e-04	3.3352e-03
255	1.4713e-04	2.4395e-04	3.7289e-03
256	1.5926e-04	1.1446e-04	3.8090e-03
257	1.6990e-04	1.3933e-04	4.1809e-03
258	1.1734e-04	1.1535e-04	4.3341e-03
259	1.0926e-04	1.2164e-04	4.2569e-03
260	1.0955e-04	5.8303e-05	4.4739e-03
261	1.3131e-04	8.7871e-05	4.1994e-03
262	1.0455e-04	1.8151e-04	4.2226e-03
263	8.2206e-05	1.1646e-04	4.3414e-03
264	7.0178e-05	9.7913e-05	4.3726e-03
265	6.8235e-05	5.3627e-05	4.4755e-03
266	7.1649e-05	4.8867e-05	4.3800e-03
267	6.2581e-05	4.2851e-05	4.3555e-03
268	6.0987e-05	4.3575e-05	4.2770e-03
269	5.8856e-05	4.8360e-05	4.3651e-03
270	5.5888e-05	6.7833e-05	4.3806e-03
271	7.0851e-05	1.1705e-04	4.6263e-03
272	5.8226e-05	2.1320e-04	4.5066e-03
273	2.1878e-04	4.4956e-04	4.4459e-03
274	1.1226e-04	2.6531e-04	4.3766e-03
275	6.3916e-05	2.1583e-04	4.1619e-03
276	1.1360e-04	5.8253e-05	4.2774e-03
277	1.3300e-04	9.9749e-05	3.7594e-03
278	1.1014e-04	2.0140e-04	3.6731e-03
