# t, x, y
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000100010001000149e-02,9.733603408244813071e-01,1.016686141557360923e+00
2.000200020002000298e-02,9.467806336387928345e-01,1.033397268082587805e+00
3.000300030003000273e-02,9.202629173963677855e-01,1.050116549828796098e+00
4.000400040004000596e-02,8.938105190746881146e-01,1.066826058866837235e+00
5.000500050005000918e-02,8.674280388435401390e-01,1.083506718887386810e+00
6.000600060006000547e-02,8.411217326288743523e-01,1.100138134201908535e+00
7.000700070007001563e-02,8.148995164339438713e-01,1.116698587954654709e+00
8.000800080008001192e-02,7.887709663393045467e-01,1.133165042122665334e+00
9.000900090009000820e-02,7.627473185028149638e-01,1.149513137515769001e+00
1.000100010001000184e-01,7.368414691596358868e-01,1.165717193776582228e+00
1.100110011001100146e-01,7.110679746222314801e-01,1.181750209380509453e+00
1.200120012001200109e-01,6.854430512803677544e-01,1.197583861635743263e+00
1.300130013001300211e-01,6.599845218970968874e-01,1.213188620292421804e+00
1.400140014001400313e-01,6.347119032627581703e-01,1.228534069770484516e+00
1.500150015001500137e-01,6.096474916715333148e-01,1.243587100962093350e+00
1.600160016001600238e-01,5.848151370307621555e-01,1.258313686409763266e+00
1.700170017001700340e-01,5.602400235775898407e-01,1.272679253306804759e+00
1.800180018001800164e-01,5.359486698789662773e-01,1.286648683497322976e+00
1.900190019001900266e-01,5.119689288316456866e-01,1.300186313476219491e+00
2.000200020002000367e-01,4.883299876621874369e-01,1.313255934389190527e+00
2.100210021002100191e-01,4.650623679269555444e-01,1.325820792032728068e+00
2.200220022002200293e-01,4.421979255121187835e-01,1.337843586854119193e+00
2.300230023002300395e-01,4.197698506336505764e-01,1.349286473951446297e+00
2.400240024002400219e-01,3.978105615876974532e-01,1.360113440869358925e+00
2.500250025002500598e-01,3.763529827518103943e-01,1.370289315768082661e+00
2.600260026002600422e-01,3.554314323457108959e-01,1.379778476984163893e+00
2.700270027002700246e-01,3.350782152113682688e-01,1.388548391721741604e+00
2.800280028002800625e-01,3.153236134775010968e-01,1.396569626115811369e+00
2.900290029002900449e-01,2.961958865595772372e-01,1.403815845232224468e+00
3.000300030003000273e-01,2.777212711598132655e-01,1.410263813067688776e+00
3.100310031003100653e-01,2.599239812671748084e-01,1.415893392549768537e+00
3.200320032003200477e-01,2.428262081573771269e-01,1.420687545536883700e+00
3.300330033003300301e-01,2.264479186408192846e-01,1.424632519932826469e+00
3.400340034003400680e-01,2.108030364583497740e-01,1.427721395494729872e+00
3.500350035003500504e-01,1.959012676552296939e-01,1.429952282140430464e+00
3.600360036003600328e-01,1.817485018171920708e-01,1.431327809499217896e+00
