# t, x, y
0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01
5.000500050005000745e-03,9.997002923494328286e+00,1.998845844580634790e+01
1.000100010001000149e-02,9.994038409163175984e+00,1.997693188185875002e+01
1.500150015001500137e-02,9.991106495598158332e+00,1.996542031029672160e+01
2.000200020002000298e-02,9.988207221717132711e+00,1.995392373334582814e+01
2.500250025002500459e-02,9.985340626764184435e+00,1.994244215331769610e+01
3.000300030003000273e-02,9.982506750309635635e+00,1.993097557260999864e+01
3.500350035003500782e-02,9.979705632250041702e+00,1.991952399370648052e+01
4.000400040004000596e-02,9.976937312808189517e+00,1.990808741917693325e+01
4.500450045004500410e-02,9.974201832509173471e+00,1.989666585068317772e+01
5.000500050005000918e-02,9.971499232229563248e+00,1.988525928993040637e+01
5.500550055005500732e-02,9.968829553216723482e+00,1.987386774004954404e+01
6.000600060006000547e-02,9.966192837039445251e+00,1.986249120423945413e+01
6.500650065006501055e-02,9.963589125587839490e+00,1.985112968576306258e+01
7.000700070007001563e-02,9.961018461073326336e+00,1.983978318794739337e+01
7.500750075007500683e-02,9.958480886028640455e+00,1.982845171418352592e+01
8.000800080008001192e-02,9.955976443307831047e+00,1.981713526792662350e+01
8.500850085008501700e-02,9.953505176086261841e+00,1.980583385269592966e+01
9.000900090009000820e-02,9.951067127860609318e+00,1.979454747207475762e+01
9.500950095009501328e-02,9.948662342448860940e+00,1.978327612971049376e+01
1.000100010001000184e-01,9.946290863990322251e+00,1.977201982931461188e+01
1.050105010501050096e-01,9.943952736945611548e+00,1.976077857466264831e+01
1.100110011001100146e-01,9.941648006096658108e+00,1.974955236959421967e+01
1.150115011501150197e-01,9.939376716546707513e+00,1.973834121801302288e+01
1.200120012001200109e-01,9.937138913720319877e+00,1.972714512388682806e+01
1.250125012501250299e-01,9.934934643363366291e+00,1.971596409124747495e+01
1.300130013001300211e-01,9.932763951543032377e+00,1.970479812419089072e+01
1.350135013501350123e-01,9.930626884647818287e+00,1.969364722687706504e+01
1.400140014001400313e-01,9.928523489387538703e+00,1.968251140353007500e+01
1.450145014501450225e-01,9.926453812793319287e+00,1.967139065843806378e+01
1.500150015001500137e-01,9.924417902217602006e+00,1.966028499595325840e+01
1.550155015501550326e-01,9.922415805334139804e+00,1.964919442049195908e+01
1.600160016001600238e-01,9.920447570138003712e+00,1.963811893653453566e+01
1.650165016501650150e-01,9.918513244945573959e+00,1.962705854862544541e+01
1.700170017001700340e-01,9.916612878394547081e+00,1.961601326137320811e+01
1.750175017501750252e-01,9.914746519443930595e+00,1.960498307945043095e+01
1.800180018001800164e-01,9.912914217374051873e+00,1.959396800759378721e+01
1.850185018501850354e-01,9.911116021786543939e+00,1.958296805060403400e+01
1.900190019001900266e-01,9.909351982604357900e+00,1.957198321334600166e+01
1.950195019501950178e-01,9.907622150071761169e+00,1.956101350074859369e+01
2.000200020002000367e-01,9.905926574754328584e+00,1.955005891780478677e+01
2.050205020502050279e-01,9.904265307538953067e+00,1.953911946957164503e+01
2.100210021002100191e-01,9.902638399633840294e+00,1.952819516117029508e+01
2.150215021502150381e-01,9.901045902568510471e+00,1.951728599778594386e+01
2.200220022002200293e-01,9.899487868193793005e+00,1.950639198466787860e+01
2.250225022502250205e-01,9.897964348681838942e+00,1.949551312712945972e+01
2.300230023002300395e-01,9.896475396526106749e+00,1.948464943054812082e+01
2.350235023502350307e-01,9.895021064541369427e+00,1.947380090036537226e+01
2.400240024002400219e-01,9.893601405863716280e+00,1.946296754208679758e+01
2.450245024502450408e-01,9.892216473950547595e+00,1.945214936128206418e+01
2.500250025002500598e-01,9.890866322580579961e+00,1.944134636358490908e+01
2.550255025502550232e-01,9.889551005853840948e+00,1.943055855469314253e+01
2.600260026002600422e-01,9.888270578191674431e+00,1.941978594036865857e+01
2.650265026502650612e-01,9.887025094336737041e+00,1.940902852643742094e+01
2.700270027002700246e-01,9.885814609352998161e+00,1.939828631878947007e+01
2.750275027502750436e-01,9.884639178625741707e+00,1.938755932337891963e+01
2.800280028002800625e-01,9.883498857861564346e+00,1.937684754622396710e+01
2.850285028502850260e-01,9.882393703088377279e+00,1.936615099340687962e+01
2.900290029002900449e-01,9.881323770655408012e+00,1.935546967107399752e+01
2.950295029502950639e-01,9.880289117233191476e+00,1.934480358543574496e+01
3.000300030003000273e-01,9.879289799813582462e+00,1.933415274276661222e+01
3.050305030503050463e-01,9.878325875709748516e+00,1.932351714940517695e+01
3.100310031003100653e-01,9.877397402556166384e+00,1.931289681175407935e+01
3.150315031503150287e-01,9.876504438308629119e+00,1.930229173628004702e+01
3.200320032003200477e-01,9.875647041244247859e+00,1.929170192951387719e+01
3.250325032503250666e-01,9.874825269961441165e+00,1.928112739805044029e+01
3.300330033003300301e-01,9.874039183379942131e+00,1.927056814854868705e+01
3.350335033503350490e-01,9.873288840740801930e+00,1.926002418773164493e+01
3.400340034003400680e-01,9.872574301606380942e+00,1.924949552238641459e+01
3.450345034503450314e-01,9.871895625860357626e+00,1.923898215936417344e+01
3.500350035003500504e-01,9.871252873707717868e+00,1.922848410558017207e+01
3.550355035503550694e-01,9.870646105674765636e+00,1.921800136801374137e+01
3.600360036003600328e-01,9.870075382609121206e+00,1.920753395370828187e+01
3.650365036503650518e-01,9.869540765679710503e+00,1.919708186977127795e+01
3.700370037003700707e-01,9.869042316376782864e+00,1.918664512337428008e+01
3.750375037503750342e-01,9.868580096511891497e+00,1.917622372175292611e+01
3.800380038003800531e-01,9.868154168217911248e+00,1.916581767220691646e+01
3.850385038503850721e-01,9.867764593949027940e+00,1.915542698210003536e+01
3.900390039003900355e-01,9.867411436480738374e+00,1.914505165886014026e+01
3.950395039503950545e-01,9.867094758909857433e+00,1.913469170997917246e+01
4.000400040004000735e-01,9.866814624654510979e+00,1.912434714301313221e+01
4.050405040504050369e-01,9.866571097454141182e+00,1.911401796558211075e+01
4.100410041004100559e-01,9.866364241369499410e+00,1.910370418537026893e+01
4.150415041504150748e-01,9.866194120782655119e+00,1.909340581012584082e+01
4.200420042004200383e-01,9.866060800396990516e+00,1.908312284766114431e+01
4.250425042504250572e-01,9.865964345237198785e+00,1.907285530585256339e+01
4.300430043004300762e-01,9.865904820649289420e+00,1.906260319264056591e+01
4.350435043504350396e-01,9.865882292300588219e+00,1.905236651602968578e+01
4.400440044004400586e-01,9.865896826179726631e+00,1.904214528408854790e+01
4.450445044504450776e-01,9.865948487710516801e+00,1.903193950389632860e+01
4.500450045004500410e-01,9.866037334282184545e+00,1.902174917256775188e+01
4.550455045504550600e-01,9.866163431115712257e+00,1.901157429601809312e+01
4.600460046004600789e-01,9.866326846358335345e+00,1.900141488329393979e+01
4.650465046504650424e-01,9.866527648428581543e+00,1.899127094343655386e+01
4.700470047004700613e-01,9.866765906016274457e+00,1.898114248548185401e+01
4.750475047504750803e-01,9.867041688082533568e+00,1.897102951846042274e+01
4.800480048004800437e-01,9.867355063859768904e+00,1.896093205139750637e+01
4.850485048504850627e-01,9.867706102851689920e+00,1.895085009331300085e+01
4.900490049004900817e-01,9.868094874833300167e+00,1.894078365322148372e+01
4.950495049504951006e-01,9.868521449850897298e+00,1.893073274013217144e+01
5.000500050005001196e-01,9.868985898222073061e+00,1.892069736304896566e+01
5.050505050505050830e-01,9.869488290535715080e+00,1.891067753097040693e+01
5.100510051005100465e-01,9.870028697652005079e+00,1.890067325288971745e+01
5.150515051505151209e-01,9.870607190702420652e+00,1.889068453779476542e+01
5.200520052005200844e-01,9.871223841089733497e+00,1.888071139466809001e+01
5.250525052505250478e-01,9.871878720488009407e+00,1.887075383248689064e+01
