n,t,x,y,z
35,3.5,0.1280956292242661,-0.032989323478371815,-0.03106676295321282
36,3.6,0.11677166139447645,-0.019023991016325573,0.010978261439827549
37,3.7,0.12355447653015361,-0.0037467082974490034,0.027500805898906328
38,3.8000000000000003,0.14793812403418163,0.011934359876664863,0.018369442761771944
39,3.9000000000000004,0.18839774632185471,0.027197146910546147,-0.015187403016552255
40,4.0,0.241995707391843,0.04131466349078747,-0.07079380502650004
41,4.1000000000000005,0.30261490953162984,0.05309570264977524,-0.14697624204342355
42,4.2,0.36109464749584924,0.06095719597600634,-0.23993034449484785
43,4.3,0.4130259381832286,0.06385318919627046,-0.34185598952483454
44,4.4,0.4541993542476315,0.061250967049142846,-0.4440903768631673
45,4.5,0.483911690454018,0.053291205967252606,-0.5380381836770243
46,4.6000000000000005,0.49691046230251135,0.040048281288668976,-0.6136410653150361
47,4.7,0.4897132636650761,0.02203664524101996,-0.6614331812745797
48,4.800000000000001,0.46500864013118004,0.0010233525832834313,-0.6765927323394597
49,4.9,0.42660173564979115,-0.020886921369776382,-0.6575861734503097
50,5.0,0.37961162432993556,-0.0414985648981099,-0.6063405606860898
51,5.1000000000000005,0.32571277188989534,-0.058277519473929305,-0.5252667469415719
52,5.2,0.2683002532107538,-0.06927217910859683,-0.4205180692002757
53,5.300000000000001,0.20989519980320986,-0.07378015802111343,-0.302913613518174
54,5.4,0.1495873194589784,-0.07222011612965418,-0.18300178326936403
55,5.5,0.09038786301839923,-0.0657383572030395,-0.06951731934585953
56,5.6000000000000005,0.0364601054922141,-0.05526652810519855,0.029316641026061598
57,5.7,-0.010630035870244643,-0.04203105994186855,0.10711653227271767
58,5.800000000000001,-0.05036319074445771,-0.027866351369476558,0.16201191151152217
59,5.9,-0.08068255076717205,-0.014213295130529161,0.19482393781437202
60,6.0,-0.10206291669777849,-0.002057518385865986,0.2082085636526084
61,6.1000000000000005,-0.11405264546859681,0.007645762336677373,0.20425231580544972
62,6.2,-0.1170714644821424,0.014377963493398498,0.18628761145367548
63,6.300000000000001,-0.11455843261069348,0.01819134133740451,0.15959225035002517
64,6.4,-0.109612155291043,0.0192950858670567,0.12898787161736983
65,6.5,-0.10484311464090648,0.018020137096702697,0.0986434301172326
66,6.6000000000000005,-0.10340929792608607,0.014483554787718284,0.07269391385254852
67,6.7,-0.10835320256482424,0.008869564113350223,0.05499061181288337
68,6.800000000000001,-0.12100739553767743,0.001705301726614947,0.047982554962467255
69,6.9,-0.1420151054025745,-0.00646471458064574,0.05316313868272413
70,7.0,-0.17150916691319168,-0.01511571269473071,0.07111606260753049
71,7.1000000000000005,-0.21090921153781028,-0.023750874254428993,0.10315334732652963
72,7.2,-0.25877645473306726,-0.031885988594177885,0.14974371599630248
73,7.300000000000001,-0.30958433355541587,-0.038871001078520526,0.2089478138818458
74,7.4,-0.35688049577573355,-0.043785976320608995,0.2776819918335823
75,7.5,-0.3986972675597479,-0.04580393154648202,0.351565241410996
76,7.6000000000000005,-0.43033262327074556,-0.043967509525653724,0.4248328689861383
77,7.7,-0.44831080598524364,-0.03759209726968801,0.49042102419542266
78,7.800000000000001,-0.453595109571179,-0.027141994660847362,0.5418751851480289
79,7.9,-0.4471278914007258,-0.013633139909013513,0.5742339586670921
80,8.0,-0.43061587949250635,0.0015861507667271906,0.5846403867100778
81,8.1,-0.4045724525535168,0.016946954660399978,0.5699817779481172
82,8.200000000000001,-0.37030333369333196,0.030841943577547805,0.5298679396432152
83,8.3,-0.3314110243275056,0.04192757536668359,0.46887496150434754
84,8.4,-0.29206165248394045,0.049188720695622815,0.39321386403288483
85,8.5,-0.2542674990374839,0.05207816463317851,0.31005468869885333
86,8.6,-0.22025061843346808,0.0500965484818723,0.22714301696310013
87,8.700000000000001,-0.19351746834572797,0.04328230196743731,0.15250877551685482
88,8.8,-0.17623297988683972,0.03263502614360878,0.0925627409685722
89,8.9,-0.17003447240652045,0.019339624097800084,0.051685212170630296
90,9.0,-0.17597134397660164,0.00458646059051696,0.03217660523115608
91,9.1,-0.19813489904306897,-0.010623851450688953,0.03723869862399447
92,9.200000000000001,-0.23803797445608946,-0.025525518021951743,0.06854571625428339
93,9.3,-0.2902785322000619,-0.03924457733727767,0.1237215243761964
94,9.4,-0.34597492749892567,-0.05064802518563278,0.19895603466481923
95,9.5,-0.3992154872641099,-0.05845606583287695,0.28866328497079247
96,9.600000000000001,-0.44352084903493666,-0.06100445196336433,0.3858069592684646
97,9.700000000000001,-0.47406744410652557,-0.05701263295866331,0.480951171116842
98,9.8,-0.490171431867085,-0.04679735729629511,0.5641062867469461
99,9.9,-0.49130410068248287,-0.031412779160530306,0.6268585223586071
100,10.0,-0.4782643671428713,-0.012441429635456702,0.663276001032884
101,10.100000000000001,-0.4497855191604509,0.008337857549993924,0.6667366307690973
102,10.200000000000001,-0.40744212227843174,0.028925243395882524,0.6338789114664036
103,10.3,-0.35670417830982143,0.04713816506283901,0.5684398407372715
104,10.4,-0.3018302159168776,0.06119258632032175,0.4771255623523404
105,10.5,-0.24631535825033124,0.06987598786164897,0.3686888305068117
106,10.600000000000001,-0.18977501100975805,0.07216912844133123,0.25254497640658186
107,10.700000000000001,-0.1336274216712001,0.06809950494904433,0.13881073727431548
108,10.8,-0.08106801033538627,0.059073297599234215,0.036249872628667815
109,10.9,-0.034620939431216705,0.046680114110083534,-0.04915472941272656
110,11.0,0.005297731801514907,0.03256316778341691,-0.11423595466251571
111,11.100000000000001,0.03589891289676677,0.018274157486183516,-0.15595672188472687
112,11.200000000000001,0.05328769802142736,0.004969676070933277,-0.17359943264487177
113,11.3,0.05819536881515756,-0.006619509925746436,-0.1704508463984583
114,11.4,0.05285799873606931,-0.016058494348871934,-0.15053706546522339
115,11.5,0.03976293308275661,-0.023141081865781482,-0.11819170744815058
116,11.600000000000001,0.01844322091222423,-0.0276196830930034,-0.07686528641309477
117,11.700000000000001,-0.01220708950640963,-0.029755370320997405,-0.03001768891621935
118,11.8,-0.050202767836001846,-0.030321574190734408,0.019040095457189796
119,11.9,-0.09258598810108751,-0.0299854637852515,0.06830499446225678
120,12.0,-0.13730270389755,-0.029212595906648375,0.11674634794315207
121,12.100000000000001,-0.18330151938881617,-0.028301923759456334,0.1637376748398762
122,12.200000000000001,-0.22938842534763298,-0.027483981163696488,0.20909115078156523
123,12.3,-0.2728015222544355,-0.02675731714779872,0.2530667319781284
124,12.4,-0.31089198533472456,-0.025860333904108558,0.29569494035860056
125,12.5,-0.34199323571571355,-0.024369291031699616,0.3364456569203157
126,12.600000000000001,-0.36511073007806333,-0.021847247141054054,0.3737719758579795
127,12.700000000000001,-0.3798334948115968,-0.017991477976652626,0.4055695967419173
128,12.8,-0.3874881399299397,-0.0128829121200448,0.4300378303663817
129,12.9,-0.38920320303906714,-0.006851188910651808,0.4457955980335776
130,13.0,-0.3861428149778603,-0.0003790521865186051,0.4521735285379779
131,13.100000000000001,-0.37823042899068293,0.006017790490231861,0.44825038214022567
132,13.200000000000001,-0.36597069543246025,0.011841988305579842,0.43394753629594307
133,13.3,-0.35133467883290376,0.016601865662116452,0.411038714185333
134,13.4,-0.3361109477202779,0.01989810498827286,0.3819194574481564
135,13.5,-0.3218487030491331,0.02147691775553224,0.34938794570500437
136,13.600000000000001,-0.3104346886626296,0.020985808535072033,0.31640944638481583
137,13.700000000000001,-0.303442414318536,0.01824960566828352,0.2863684111800164
138,13.8,-0.3013500505972035,0.013583888992627736,0.26241504031372137
139,13.9,-0.304135291288333,0.0074940074113125435,0.24690207994507535
140,14.0,-0.31129470137347626,0.0006085692340708672,0.24117579544904216
141,14.100000000000001,-0.3232038762315007,-0.006436874062207057,0.246734384022033
142,14.200000000000001,-0.3394658415063058,-0.013010577778005962,0.26401145131401266
143,14.3,-0.35812684869037564,-0.01848359651932108,0.2912169658688528
144,14.4,-0.37734006359704053,-0.022347887498449223,0.3257469681550144
145,14.5,-0.39540875495604894,-0.024273862817153703,0.3644606118560019
146,14.600000000000001,-0.40957918352088096,-0.023773899126737687,0.403852228792133
147,14.700000000000001,-0.4175301325273589,-0.02052714182838873,0.43975995424996456
148,14.8,-0.4190740551601153,-0.014855165762029736,0.46826616046703284
149,14.9,-0.41453892947399407,-0.007364091485112085,0.48637417117326737
150,15.0,-0.40473993266361247,0.0011541578953702758,0.4923331791102066
151,15.100000000000001,-0.389511482939797,0.009825854776429048,0.4842365706533274
152,15.200000000000001,-0.36935771563030617,0.017778303566856644,0.4616640642322937
153,15.3,-0.3466021216962157,0.02422915288354083,0.42704895888871586
154,15.4,-0.32358148234366524,0.02856577875745697,0.3838090285575497
155,15.5,-0.3023663849166062,0.030407809758246508,0.33598342050289415
156,15.600000000000001,-0.2854785764495285,0.02925201325595587,0.2881654596840672
157,15.700000000000001,-0.27505862098814704,0.024908550336560257,0.24548054442097586
158,15.8,-0.2718675886156196,0.01788808334359956,0.21230393156388278
159,15.9,-0.27629153813824525,0.008930187704704202,0.19181229528090704
160,16.0,-0.2878016890414716,-0.0011059301302938102,0.185775421658392
161,16.1,-0.3068101113743675,-0.011293823521248185,0.19628998376413168
162,16.2,-0.33197986121754197,-0.020687390741071537,0.22386617450568014
163,16.3,-0.3602186957075676,-0.028359878586697678,0.2657203464700567
164,16.400000000000002,-0.3888617440984837,-0.03357558847527655,0.31788496412341316
165,16.5,-0.41525472844393796,-0.035869914453992215,0.37563732754541035
166,16.6,-0.43475643797229696,-0.034504272765504294,0.43344851642677823
167,16.7,-0.444544528885736,-0.029032135843684994,0.48482687252468054
168,16.8,-0.44459393920717755,-0.020021496128715805,0.5240417919845429
169,16.900000000000002,-0.4354365578600825,-0.008443226488358107,0.5468556925107444
170,17.0,-0.418473371273993,0.004479818041186731,0.550963015992921
171,17.1,-0.3941080749854298,0.017329715056921925,0.5339244932346222
172,17.2,-0.36325971091822723,0.028704612839081434,0.49572724648651656
173,17.3,-0.32928113001239273,0.03749387588468402,0.4405701511909308
174,17.400000000000002,-0.2956790492587989,0.04287550959417644,0.37397547862461533
175,17.5,-0.2643333706202304,0.044435091012744905,0.3021932878358899
176,17.6,-0.23779058257101227,0.04175062688369389,0.23214804483498136
177,17.7,-0.2194323898510955,0.034827341787123746,0.17102194757303796
178,17.8,-0.21106367278246338,0.024539769469736676,0.12436259692087817
179,17.900000000000002,-0.21389602455391396,0.01191657027494174,0.09595245419995083
180,18.0,-0.22799263615220305,-0.0019567164833889203,0.0877350492060837
181,18.1,-0.2553772976996072,-0.016015780916871347,0.1024169875785362
182,18.2,-0.295021690632742,-0.029258570324395716,0.14093396757135096
183,18.3,-0.33998609293748905,-0.04055608408517832,0.20003479460761125
184,18.400000000000002,-0.38511149447014814,-0.048722307044796805,0.27476171249099
185,18.5,-0.4269034331203268,-0.05291446007280099,0.3587737215763796
186,18.6,-0.45877869852878006,-0.05191691116648186,0.4444011942602309
187,18.7,-0.47713350601130994,-0.044976456273803304,0.522373893613978
188,18.8,-0.4813405486130692,-0.03279195401947288,0.5842270703888953
189,18.900000000000002,-0.47173973504288574,-0.016638655636017394,0.6234621870749594
190,19.0,-0.44979630523724723,0.0018256707641798502,0.6362051707258096
191,19.1,-0.41595836227943955,0.02067290383932282,0.6182258300082818
192,19.200000000000003,-0.37261599915091154,0.037846279860511305,0.568718572943901
193,19.3,-0.3237178037704506,0.051608340539174076,0.4931963898843164
194,19.400000000000002,-0.2739262123612099,0.060676659625353326,0.3992774605166465
195,19.5,-0.22418065771288032,0.06444875185565269,0.29574541788533704
196,19.6,-0.17607895071090823,0.06251941629364507,0.19183646060092552
197,19.700000000000003,-0.1324773788562653,0.05519972960673216,0.09675409045950616
198,19.8,-0.09663827747240399,0.043870593572868814,0.017438478556079853
199,19.900000000000002,-0.07059830981999071,0.02997084990261421,-0.04171414086656728
200,20.0,-0.05554263537332781,0.014881745678193456,-0.07873604713672025
201,20.1,-0.056290397999764326,-0.0002611771767387484,-0.09099102033944419
202,20.200000000000003,-0.07668949469241587,-0.014782959359511858,-0.07741876032783783
203,20.3,-0.11502130868944921,-0.02824050540950739,-0.04056554940432421
204,20.400000000000002,-0.16842308917360285,-0.040309071834222714,0.016553844643310812
205,20.5,-0.23290069698683194,-0.05069521480896354,0.09059170348482891
206,20.6,-0.30067853526917815,-0.05851173522331877,0.17889318269497734
207,20.700000000000003,-0.3615036397441998,-0.062443708225148394,0.27697477371656404
208,20.8,-0.41141102247728617,-0.06159697668653239,0.3775415044872031
209,20.900000000000002,-0.4482874721372735,-0.05569906687118804,0.47271754500554414
210,21.0,-0.4723186812581546,-0.04512046821124831,0.5550622892455194
211,21.1,-0.4794720415557419,-0.030292960304492994,0.615845790248366
212,21.200000000000003,-0.46735800431395297,-0.011984871841365655,0.6474412070573926
213,21.3,-0.4395238442486556,0.008064171035613622,0.64709854460359
214,21.400000000000002,-0.4008260679547093,0.02787260266082433,0.615131527165528
215,21.5,-0.35528697250129365,0.045481613006365634,0.5549685293148899
216,21.6,-0.30548457801378087,0.0587597803947548,0.4705142598485008
217,21.700000000000003,-0.2546203207947725,0.06608172801895972,0.36878189253610244
218,21.8,-0.20364724254396596,0.06724979050027577,0.26016915888302833
219,21.900000000000002,-0.15416543164608001,0.06291769219895368,0.15418614980251621
220,22.0,-0.10816063195825745,0.0542842740838247,0.058407666000021535
221,22.1,-0.0708320286863736,0.042290689527704456,-0.019836947746861972
222,22.200000000000003,-0.04649723764969905,0.027914728251973796,-0.0748726310059414
223,22.3,-0.03590876715612721,0.012494436225532441,-0.10513164773032889
224,22.400000000000002,-0.039284705873458,-0.002821116724498612,-0.11107791148892913
225,22.5,-0.055967059674273234,-0.017150970716124803,-0.09474080944008004
226,22.6,-0.08876175719170087,-0.029749648001946814,-0.056938752046403945
227,22.700000000000003,-0.13920296341410013,-0.040376997889170645,0.0006511375814607084
228,22.8,-0.2032584166579646,-0.04912034040421827,0.07409643725867558
229,22.900000000000002,-0.2741293881774245,-0.05594079230809057,0.1597215876803391
230,23.0,-0.34106586760442914,-0.060304359167752404,0.2536130697308752
231,23.1,-0.395391401214262,-0.060748745762182456,0.35068591380855313
232,23.200000000000003,-0.4340450709807368,-0.05609824491254222,0.44368301868444127
233,23.3,-0.45691066298294347,-0.04636542969187254,0.5247442978485947
234,23.400000000000002,-0.4654576636388537,-0.032339029608837076,0.5870156373619884
235,23.5,-0.46096466338737635,-0.015360418692190255,0.6256720883625688
236,23.6,-0.4417938410502208,0.0031722623273849945,0.6352616215567493
237,23.700000000000003,-0.40903653364577824,0.021715139809919418,0.6128230861664182
238,23.8,-0.3676286309477683,0.038425219147144585,0.5612996336675438
239,23.900000000000002,-0.32145546509801876,0.05174500600279162,0.48619400951664393
240,24.0,-0.27494163866206045,0.06053872940383961,0.3948598292588149
241,24.1,-0.2291832433694837,0.0636281982306857,0.295062480234466
242,24.200000000000003,-0.18582458343727998,0.060708687456219636,0.19572314642375604
243,24.3,-0.14714019549201834,0.05278129154289668,0.105483044214736
244,24.400000000000002,-0.11573709592574256,0.041187409073085796,0.03070557638262934
245,24.5,-0.09381075074666467,0.027300884828841094,-0.024691437923286454
246,24.6,-0.086402654411,0.01217570012955093,-0.05632154958889872
247,24.700000000000003,-0.09801769851158497,-0.0034434253131191053,-0.06134605326271826
248,24.8,-0.1278040603784594,-0.018795812311542384,-0.04085455543489913
249,24.900000000000002,-0.17356707250761289,-0.03323493402897562,0.0030228781811769937
250,25.0,-0.23185943185887917,-0.04620534133825438,0.06732266770187866
251,25.1,-0.2964598060923839,-0.0566449006520463,0.1500349683654052
252,25.200000000000003,-0.35785588644093214,-0.06317325452474772,0.24711345576287252
253,25.3,-0.4106865923408117,-0.06476814386384867,0.35091767664555484
254,25.400000000000002,-0.451878138255829,-0.060984736249880774,0.45299756539529545
255,25.5,-0.48091417285238136,-0.05203151609154346,0.5450973353791057
256,25.6,-0.49286996804231753,-0.03808524923901535,0.6175997966869242
257,25.700000000000003,-0.4845866012279272,-0.019717466831137807,0.6616020545067096
258,25.8,-0.4591379304270628,0.0013011844209402234,0.672862886093597
259,25.900000000000002,-0.4205250108031417,0.022894531186207212,0.6503836130658412
260,26.0,-0.373903932963497,0.04290814260724178,0.5965459035531779
261,26.1,-0.32093164297966775,0.05893446914880268,0.5141336896679765
262,26.200000000000003,-0.26532167707520143,0.06907962904086375,0.4094970127363131
263,26.3,-0.20830752761802343,0.07279877095883223,0.2934297044004131
264,26.400000000000002,-0.15078994115518213,0.07055958402366072,0.17625019045544668
265,26.5,-0.09463287584195058,0.06351977607967237,0.06647089220262584
266,26.6,-0.04406624861117907,0.052645858009835365,-0.02794191482594232
267,26.700000000000003,-0.001835641055966674,0.039119109581986146,-0.10085271940943498
268,26.8,0.03216785193546333,0.024656851080842864,-0.15048337850241797
269,26.900000000000002,0.05696478852828238,0.010727122925071815,-0.17767079758996204
270,27.0,0.07233282696955673,-0.0016696145616795569,-0.1851426227947175
271,27.1,0.0772713070574048,-0.011648979457518593,-0.17491067221701875
272,27.200000000000003,0.07198590605796447,-0.01877215590592135,-0.15010085662147285
273,27.3,0.0597563414455074,-0.023136347406742166,-0.1158016198235634
274,27.400000000000002,0.043358657097859035,-0.024989113107346816,-0.07659025903783204
275,27.5,0.024681125381883814,-0.02471827463930349,-0.03633235519723806
276,27.6,0.004298948237127553,-0.022644043561758403,0.0016632432515065573
277,27.700000000000003,-0.01691404803084565,-0.01928244948119533,0.03479588852939335
278,27.8,-0.03775123479091486,-0.015356759816314933,0.06186576084398009
279,27.900000000000002,-0.05727934627943571,-0.0114365055712401,0.08274574197296394
280,28.0,-0.07527359316277689,-0.00793475074575981,0.0980790432686356
281,28.1,-0.09181211304798477,-0.005231367808484212,0.10849297718127046
282,28.200000000000003,-0.10762009355042676,-0.003612135570615616,0.11517106080865513
283,28.3,-0.12360093310500084,-0.003152527402704979,0.12005538862360099
284,28.400000000000002,-0.14063796069300838,-0.00381579923555689,0.12502478158853156
285,28.5,-0.15968995098582614,-0.005494634273616974,0.13175207985451473
286,28.6,-0.18275263857220073,-0.008205813915782342,0.14222335832286648
287,28.700000000000003,-0.2111331145736628,-0.011953978890217787,0.15843073069751257
288,28.8,-0.24378453497880176,-0.016444376810880373,0.18151749018824068
289,28.900000000000002,-0.27912485618683147,-0.02123386014355954,0.21199056584766462
290,29.0,-0.31427944667670304,-0.025724864082766554,0.2495224604954748
291,29.1,-0.3460141096962891,-0.029007371902821818,0.293348089264428
292,29.200000000000003,-0.37311277368946066,-0.030219104874724446,0.3412090408943631
293,29.3,-0.39500117310226324,-0.029006974121418606,0.3893550883967049
294,29.400000000000002,-0.41092762233776436,-0.02536240296430782,0.43393883811476613
295,29.5,-0.42041317858214744,-0.019554445268925715,0.47150532834439746
296,29.6,-0.4214249875189523,-0.011779805516996329,0.49780436575884146
297,29.700000000000003,-0.4130891708130164,-0.002424341752467006,0.5091007670815705
298,29.8,-0.39749684291027665,0.00759721599019088,0.5043230014835728
299,29.900000000000002,-0.3764037049313289,0.017297837190136924,0.4839628567240487
300,30.0,-0.35186960372731774,0.025780015947442236,0.44997401751391447
301,30.1,-0.3260312336666258,0.031940746044601176,0.4044014504742018
302,30.200000000000003,-0.3014195022577197,0.034877525210006644,0.3509788719865754
303,30.3,-0.2800160748700808,0.03437635198835652,0.29533067331315027
304,30.400000000000002,-0.26302576513488124,0.030632969557590154,0.2428280084258749
305,30.5,-0.2513553811815843,0.024182016683844888,0.19800477871176922
306,30.6,-0.2488356094708479,0.015399031759615978,0.1659369501914896
307,30.700000000000003,-0.25817874392716683,0.004715196794876208,0.15098279371482368
308,30.8,-0.2783701657287481,-0.006984622617696306,0.15463026897489887
309,30.900000000000002,-0.30659201999920316,-0.01870983266610728,0.17683339455702893
310,31.0,-0.3388326049350353,-0.02935915265125173,0.2159059977896342
311,31.1,-0.3722091269334346,-0.03750074683140407,0.26993302469684116
312,31.200000000000003,-0.40380245168906403,-0.0419123126606197,0.3347767539469707
313,31.3,-0.4300646885593277,-0.04211791040143124,0.4036782450608027
314,31.400000000000002,-0.44879014422433966,-0.0380623280540963,0.4697710649233364
315,31.5,-0.4592854165661225,-0.030190449007537173,0.5268160843503208
316,31.6,-0.45820964410435455,-0.018888404646771825,0.5675793814249075
317,31.700000000000003,-0.44369195765050595,-0.004855524325561373,0.5858018304449545
318,31.8,-0.4184946242147515,0.010430538785551346,0.5794011999560692
319,31.900000000000002,-0.38583296361345343,0.025342609631731988,0.5488485644264075
320,32.0,-0.3480750622218375,0.03839892393139807,0.49706276930772547
321,32.1,-0.30810859894766274,0.0478999110403106,0.42739489195264474
322,32.2,-0.26902894954460643,0.05251591740268533,0.345733705332236
323,32.300000000000004,-0.23209687906181628,0.05209435302006944,0.26048888711717366
324,32.4,-0.19897954405068924,0.04713535141149037,0.17937302089505353
325,32.5,-0.17157260042241276,0.038537848091835906,0.10861149244068313
326,32.6,-0.15477708649724628,0.027001912208086717,0.05484142964171669
327,32.7,-0.15373688722770423,0.013182574286319682,0.023485526009066462
328,32.800000000000004,-0.16908083733299015,-0.0019163042066226406,0.0162671402827061
329,32.9,-0.20025484701894336,-0.01736024030841575,0.03331080072453131
330,33.0,-0.24410329305116527,-0.03224272084410398,0.07331420275112627
331,33.1,-0.2969596325933719,-0.04524776090858297,0.1357597674215367
332,33.2,-0.3514931355991669,-0.054886497375896015,0.21777218002491824
333,33.300000000000004,-0.4019625127321623,-0.05999697735971033,0.3122189468072989
334,33.4,-0.4444301987159218,-0.05991563066742084,0.41085271309616533
335,33.5,-0.47684164145415675,-0.05454022194167131,0.5051992689803841
336,33.6,-0.4939365767271393,-0.04366559417843997,0.5852086264267246
337,33.7,-0.4917372089563901,-0.027552024390352342,0.6409807162698556
338,33.800000000000004,-0.4722419265039693,-0.007803065561029988,0.6666560222895522
339,33.9,-0.4384283750757901,0.013580544044755007,0.659503630345801
340,34.0,-0.39498043977098934,0.03444602920506274,0.6201903808228495
341,34.1,-0.34365919802970984,0.05224624615546723,0.54975478504521
342,34.2,-0.28783295921243496,0.06487924987709319,0.4531468962686269
343,34.300000000000004,-0.23062597798805687,0.07136332223498264,0.3405482284570295
344,34.4,-0.17212474868582614,0.07174237396113836,0.22241290113160472
345,34.5,-0.11348030968054885,0.06691007310038025,0.10792146501093673
346,34.6,-0.058806248586632894,0.0576941998363335,0.0057833425046489905
347,34.7,-0.011192812024873641,0.04521400262290033,-0.07697857382375906
348,34.800000000000004,0.029532438537623034,0.031239343979771465,-0.13756002605883347
349,34.9,0.06223697854940274,0.01738568571149803,-0.1759833863281513
350,35.0,0.08571785171686526,0.004775015756520881,-0.1944245285361569
351,35.1,0.09892389653802738,-0.00561668640225496,-0.19448724577214457
352,35.2,0.10208196876648416,-0.013234225374687658,-0.17907060054379012
353,35.300000000000004,0.09847723561342546,-0.01806338505143967,-0.15326723192295325
354,35.4,0.09113933399260736,-0.020254151806330167,-0.12182005013732047
355,35.5,0.08267633284030997,-0.02008816381427177,-0.08890781209623881
356,35.6,0.07581508803835948,-0.01765034409553986,-0.05853745676365682
357,35.7,0.07308772492574218,-0.013141867988228395,-0.034451685751583264
358,35.800000000000004,0.0760260601372832,-0.007110808563458711,-0.019162139992206895
359,35.9,0.08554781452320738,-9.951421503755188e-05,-0.014206431360589319
360,36.0,0.10200597264406755,0.007386859664073027,-0.020228663393348414
361,36.1,0.1279842837980935,0.014960108049045148,-0.03852912767317069
362,36.2,0.16521541452938276,0.022438127468337624,-0.06989829555075207
363,36.300000000000004,0.2122475099537658,0.02964049578156428,-0.11343779377613211
364,36.4,0.2658509578643387,0.036314318684195955,-0.16796970699181615
365,36.5,0.3183650966242126,0.041863628136892976,-0.2317527960663248
366,36.6,0.36392785622189666,0.04498324769815686,-0.3021940100694536
367,36.7,0.4004128302470812,0.04454971004317212,-0.37467194284423294
368,36.800000000000004,0.4259376955382242,0.04023353366741551,-0.4432228703867868
369,36.9,0.44086506058894936,0.03223293281200208,-0.5020427652197712
370,37.0,0.44580001767537064,0.021266398872858076,-0.5463402122686115
371,37.1,0.4387120125547902,0.008100990016122966,-0.5705521325585661
372,37.2,0.41922311429525955,-0.006290073381965897,-0.5706276078873608
373,37.300000000000004,0.39101723438459174,-0.020470551516316472,-0.5468958195509015
374,37.4,0.35729275411684586,-0.0330111461828709,-0.5019448271715065
375,37.5,0.32043013334108983,-0.04279706243857192,-0.44025690628174285
376,37.6,0.2842076163167464,-0.04850812716833961,-0.36671762808840375
377,37.7,0.2514054284824259,-0.049232755274504325,-0.28805742916864846
378,37.800000000000004,0.22303934175464096,-0.045223308580564454,-0.21219192387538582
379,37.9,0.20059798901255893,-0.03728752405146573,-0.14580125618455717
380,38.0,0.18587449817749394,-0.026479266223869185,-0.09376583033093047
381,38.1,0.184108399361246,-0.013584810272208443,-0.061465784712173996
382,38.2,0.199601034351372,0.0007658759959197709,-0.05304235318322635
383,38.300000000000004,0.2313911159910135,0.015684804674973154,-0.06895554035892142
384,38.400000000000006,0.2758372060656029,0.03023822703459201,-0.1082351861398187
385,38.5,0.3251562594677271,0.04324079008786153,-0.16833250842285394
386,38.6,0.37385438927813647,0.0528264785583491,-0.24623638170309606
387,38.7,0.4175556653301938,0.057388927989412725,-0.33603493978223004
388,38.800000000000004,0.45202789692468387,0.05628057509477123,-0.4287403273424242
